id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
60	Effron	Didn't leave a tip at the restaurant	orig		5	Not related to family values	5	Not related to group loyalty	0	Not reciprocating service with a tip	5	Not related to heroic virtues	5	Not related to monkish virtues	0	Unfair to the server who provided service	5	Not related to prior possession	-2	Immoral due to lack of reciprocity and fairness	-1.6571428
61	Mickelberg	Person X released intimate photos of their ex-partner to their friends and then posted them to the internet.	orig		0.0	Action harms family values by violating trust and privacy.	0.0	Action betrays group loyalty by sharing intimate photos without consent.	0.0	Action violates reciprocity by seeking revenge and causing harm.	0.0	Action lacks heroic virtues, instead showing cowardice and malice.	0.0	Action contradicts monkish virtues, showing disrespect and arrogance.	0.0	Action is unfair and violates the ex-partner's rights and privacy.	0.0	Action disregards prior possession of intimate photos and privacy.	-4.0	Action is extremely immoral, violating multiple moral principles.	-3.23
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		5	No relation to family values	0	Disloyal to own group, mocking Americans	5	No reciprocity involved	5	No heroic virtues displayed	0	No humility or respect shown	5	No fairness or compromise involved	5	No prior possession or deference involved	-2	Immoral due to disloyalty and disrespect	-2.8
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		5.0	Not related to family values, as it's about personal sexual behavior.	5.0	Not related to group loyalty, as it's an individual's sexual behavior.	0.0	Contrary to reciprocity, as it avoids intimacy with the partner.	5.0	Not related to heroic virtues, as it's a personal and private action.	5.0	Not related to monkish virtues, as it's a personal and private action.	5.0	Not related to fairness, as it's a personal decision.	5.0	Not related to prior possession, as it's a personal decision.	-2.0	Immoral, as it avoids intimacy and may harm the relationship.	-0.35
64	Effron	Had a welcoming party for some new neighbors	orig		5	Neutral, as it doesn't directly relate to family values.	10	Highly reflects group loyalty, as it involves forming friendships and participating in a collaborative endeavor.	10	Highly reflects reciprocity, as it involves showing kindness and welcoming new neighbors.	5	Neutral, as it doesn't require bravery, fortitude, skill, or wit.	5	Neutral, as it doesn't involve humility, deference, obedience, or respect.	5	Neutral, as it doesn't involve dividing disputed resources or reaching a compromise.	5	Neutral, as it doesn't involve prior possession or deferring to it.	4	Highly moral, as it promotes positive social interactions and community building.	1.97777784
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		0.0	Killing a crew member is contrary to caring for others.	0.0	Killing a group member is contrary to group loyalty.	5.0	No reciprocity is involved in this action.	2.0	The action shows bravery, but not in a heroic sense.	0.0	The action is contrary to humility and respect.	0.0	The action is unfair and does not compromise.	5.0	No prior possession is involved in this scenario.	-4.0	The action is extremely immoral due to killing an innocent person.	-1.43
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		0.0	The boy's action does not reflect caring for his father.	5.0	The boy's action does not reflect group loyalty.	5.0	The boy's action does not reflect reciprocity.	5.0	The boy's action does not reflect heroic virtues.	0.0	The boy's action does not reflect monkish virtues.	5.0	The boy's action does not reflect fairness.	5.0	The boy's action does not reflect recognition of prior possession.	-2.0	The boy's action is disrespectful and immoral.	-2.1
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		5.0	No relation to family values, as it's about food waste at work.	6.0	Loyalty to friend, but not to the company's policy.	6.0	No direct reciprocity, but helping a friend.	5.0	No heroic virtues involved, just taking food.	2.0	Disobeying company policy, not showing obedience.	5.0	Unfair to the company, but fair to the friend.	2.0	Not respecting company's property or policy.	0.0	Morally ambiguous, as it's both helping a friend and disobeying policy.	0.39
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		5	Leaving a band does not directly relate to family values.	0	Abandoning a long-term band for a more successful one shows low group loyalty.	0	No reciprocity is shown in this action, as Person X is only looking out for themselves.	6	Person X shows ambition and a desire for success, reflecting some heroic virtues.	0	Person X's action does not reflect humility or deference to their previous bandmates.	0	No fairness is shown in dividing resources or reaching a compromise with the previous band.	0	Person X does not recognize or defer to their previous band's prior possession of their loyalty.	-2	Overall, Person X's action is morally questionable due to low group loyalty and lack of reciprocity.	-0.81
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		0.0	Killing two people to save others is contrary to family values.	8.0	Prioritizing own group's survival over others' lives reflects group loyalty.	5.0	No reciprocity is involved in this scenario.	6.0	The action requires bravery, but is morally questionable.	0.0	The action lacks humility and respect for human life.	0.0	The action is unfair to the two people killed.	5.0	No prior possession is involved in this scenario.	-3.0	The action is morally unacceptable due to its harm to others.	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		5	No relation to family values	8	Demonstrates loyalty to the organization	5	No direct reciprocity involved	7	Shows confidence and skill in seeking promotion	2	No humility or deference involved	5	No direct resource division or compromise	5	No prior possession involved	2	Morally acceptable, as it's a legitimate career advancement	0.52
