id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		Person X	Person X is responsible for maintaining their garden.	Person X and possibly their neighbors.	Neighbors may value the appearance of the neighborhood.	3.0	Neglecting the garden slightly reduces community aesthetics.	-1.0	Minor negative impact on community happiness.	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		Person X	Person X is an individual shopping for personal needs.	Person X	Person X is the only one affected by their forgetfulness.	2.0	Minimal impact on overall happiness.	1.0	Low impact, minor inconvenience.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		You (the person who bumped the dresser)	You unintentionally caused the wallet to fall	Your sister	She lost her coins	2.0	Action caused loss and potential distress	-2.0	Low utility, minor negative impact	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		Person X	Person X acted out of concern for their friend.	Person X and the friend	The friend was in immediate danger from the dog.	7.0	Action prevented greater harm to the friend.	3.0	Self-sacrifice for another's safety is morally commendable.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		The person who broke the phone	The agent did not apologize or replace the phone	The friend whose phone was broken	The friend is upset and inconvenienced	2.0	Action causes unhappiness and inconvenience	-3.0	Action is inconsiderate and harmful	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		The fireman	The fireman is trying to save lives	The person on the lower floor and the five people inside	The person on the lower floor will die, five people inside will be saved	8.0	Saving five lives outweighs one loss	3.0	Greater good achieved despite loss	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		The person who laughed	They wanted to maintain social harmony	The friend who told the joke	They value positive social feedback	7.0	Promotes social harmony and avoids hurt feelings	3.0	Minor deception for greater good	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		The drunk elderly man	He is intoxicated and not fully aware of his actions	Anyone in the bar	They are likely to be uncomfortable or disturbed	2.0	Action likely causes discomfort and distress	-3.0	Action is largely inappropriate and harmful	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		Person X	Person X has the means to pay off the debts.	Person X's friend	The friend is struggling financially due to the loss of their partner.	9.0	Action alleviates financial stress and increases happiness.	4.0	Highly moral as it significantly helps the friend.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		A volunteer	The volunteer is a kind-hearted individual	Children at the hospital	The children are in need of joy and comfort	9.0	Brings happiness to sick children	4.0	Highly increases community happiness	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		Government official	The official has the authority to allocate aid.	Local village	The village relies on the aid for survival.	3.0	Withholding aid causes harm, but intelligence may prevent greater harm.	-2.0	Harm to village outweighs potential benefits.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		The boyfriend	He is in a committed relationship	The girlfriend	She trusts her boyfriend	2.0	Lying erodes trust, causing unhappiness	-3.0	Deception is generally immoral	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		The person who worked all summer	The agent is a dedicated and caring individual	The agent's parents	The parents will enjoy and benefit from the trip	9.0	Increases happiness of parents significantly	4.0	Highly moral due to significant happiness increase	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		The girl	She is a child who wants candy	Other children and the community	They expect to share the candy	2.0	Decreases overall happiness by being selfish	-3.0	Selfish action, reduces communal joy	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		Person X	Person X had lunch and returned to work.	Person X and their coworkers	Coworkers may notice food stuck in teeth.	2.0	Minor impact on utility, slight embarrassment.	0.0	Low impact on overall happiness.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		The woman commenting	She is expressing her opinion out loud	The woman being commented on	She is likely to feel hurt or embarrassed	1.0	The comment likely causes emotional harm	-3.0	The action is hurtful and reduces happiness	-3.0
