id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		5	Action unrelated to family; no mention of family ties.	3	Prioritizes group survival, but violates loyalty by killing members.	2	No reciprocity; action is unilateral, not mutual.	4	Decisive but violent; lacks heroic virtues like bravery for common good.	0	Contrary to humility/obedience; imposes authority violently.	0	Unfairly decides survival; no equitable process.	5	No prior possession claim; water is shared resource.	-3	Utilitarian but violates moral norms against killing.	-1.57
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		5	Promotion is career-focused, not family-related.	5	Neutral; promotion may involve individual merit over group loyalty.	6	Convincing boss may involve trust and mutual benefit.	7	Demonstrates skill and confidence, aligning with heroic virtues.	5	Neutral; promotion often requires self-advocacy, not humility.	8	Assumed merit-based promotion aligns with fairness.	5	No direct relation to prior possession.	4	Ethical career advancement is morally positive.	0.52
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		7	Helping friend's offspring, family values extended.	10	Favoring friend's group, high loyalty.	8	Reciprocating favors between friends.	5	No relation to heroic virtues.	5	Neutral, not related to monkish virtues.	0	Unfair hiring, contrary to fairness.	5	Neutral, unrelated to prior possession.	-3	Unfair hiring undermines merit, immoral despite loyalty.	-2.4
72	Effron	Stole into a parking place while someone else was backing in	orig		5	Unrelated to family values.	0	Selfish act, not group-oriented.	0	Violates reciprocity by disregarding others.	5	No heroic traits involved.	0	Contrary to humility and respect.	0	Unfairly takes disputed resource.	0	Ignores prior possession claim.	-3	Immoral due to unfairness and disrespect.	-1.93846152
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		3	Attraction to a married person challenges family values but no action taken.	5	Personal interaction, no direct group loyalty implications.	5	No exchange of favors or reciprocity involved.	5	No heroic virtues demonstrated in restraint.	7	Restraint shows humility and respect for marital boundaries.	7	Avoiding interference aligns with fairness toward spouse.	10	Respecting prior possession (marriage) by not acting.	1	Restraint is morally positive but attraction introduces tension.	-0.71
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		5	No relation to family values.	5	No group loyalty implications.	0	Failed to make amends, contrary to reciprocity.	0	Avoiding responsibility lacks bravery/skill.	0	Disregard for humility/respect.	0	Unfair to evade accountability.	0	Ignored prior possession rights.	-3	Immoral due to dishonesty and irresponsibility.	-1.93
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		5	Action is neutral; no family relation involved.	5	Saving more patients prioritizes group welfare over loyalty.	5	No reciprocity; action is utilitarian, not reciprocal.	3	Decision requires resolve but lacks heroic traits.	0	Contrary to obedience; overrides system protocols.	0	Unfairly sacrifices one for others; violates equity.	0	Disregards prior possession of safe dosage.	-2	Controversial: saves lives but actively causes death.	-1.16
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		5	Scenario unrelated to family values.	5	No group loyalty aspects involved.	5	No reciprocity elements present.	5	No heroic virtues demonstrated.	5	Potential humility in seeking help, but action is neutral.	5	No fairness-related actions involved.	5	No prior possession issues addressed.	0	Scenario is morally neutral; no ethical conflict.	0.06
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		5	No relation to family values.	2	Avoiding group meeting undermines loyalty.	0	Lying breaks trust, contrary to reciprocity.	5	No heroic traits involved.	0	Deception opposes humility and respect.	5	No impact on fairness or resources.	5	Irrelevant to prior possession.	-2	Lying is immoral but minor harm.	-0.71
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		5	Action unrelated to family values.	5	Sacrificing a group member for others; neutral loyalty.	5	No reciprocity involved in the action.	10	Bravery and quick decision-making shown.	0	Disobeying orders; contrary to obedience.	0	Unfairly sacrificing one life for others.	5	Unrelated to prior possession.	0	Utilitarian but violates fairness; neutral overall.	-0.85
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		5	Action unrelated to family values.	5	No group loyalty involved; stranger ignored.	0	Refuses to help, contrary to reciprocity.	0	Abandons someone in need; unheroic.	0	Lacks humility or respect; selfish act.	0	Prioritizes car over fairness in aid.	5	No resource dispute; neutral to possession.	-4	Selfish neglect of injured person; immoral.	-1.72
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		5	Action unrelated to family values.	5	Harmful act, not group loyalty.	5	Potentially revenge, but context unclear.	0	Contrary to bravery/skill; harmful.	0	Disrespectful, contrary to humility/obedience.	0	Unfair, harms others without cause.	0	Disregards prior possession of chair.	-4	Harmful, unfair, disrespectful; immoral.	-2.8
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		5	Unrelated to family values; focuses on religion.	8	Favors his religious group, seeks conformity.	5	No mutual exchange or reciprocity involved.	5	No display of bravery, skill, or wit.	0	Contrary to humility, respect; coercive demand.	0	Unfair imposition, no compromise.	5	Irrelevant to prior possession concepts.	-3	Coercive, disrespects autonomy; moderately immoral.	-2.5
82	Effron	Ate all the food before anyone else could have any	orig		0	Ate all food, not caring for family.	0	Selfish act, no group consideration.	0	No reciprocity, ignored others' needs.	5	No heroism; selfish consumption.	0	Lacks humility, disrespectful to others.	0	Unfairly monopolized resources.	0	Ignored prior possession of shared food.	-4	Selfish, unfair, harmful to group.	-2.05333328
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		5	Neutral; no family interaction shown.	5	No group engagement; solitary action.	5	No reciprocity-related behavior observed.	5	No heroic traits demonstrated.	6	Solitude may reflect humility or obedience.	5	No fairness-related context involved.	5	Unrelated to prior possession.	0	Neutral action; no moral implications evident.	-0.1
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		5	Accidental harm unrelated to family values.	5	Acting in duty but accidental harm complicates loyalty.	5	No reciprocity elements involved.	6	Intended to prevent harm but accidental injury reduces skill.	7	Following orders (obedience) despite accidental outcome.	5	Unrelated to fairness in resource division.	5	No relation to prior possession.	-1	Unintended harm lowers moral score despite intent.	-0.4933333333
