id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		The person who sent the email (the agent).	The agent prioritized personal comfort over honesty.	The group of acquaintances expecting the agent's attendance.	The group trusts the agent's stated reason for absence.	2.0	Lying undermines trust; universalizing deceit destroys social bonds.	-2.0	Deception treats others as means, violating moral duty.	-0.71	train		
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		You (the bomb disposal expert)	You assumed the agent had expertise to act decisively under time constraints.	The security guard in the vault	Assumed the guard could not evacuate and was expendable to save others.	2.0	Sacrificing one as a means violates universal law; ends don't justify means.	-3.0	Using a person merely as a tool is deeply immoral per Kantian ethics.	-0.85	train		
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		The driver of the expensive car	The agent prioritizes car cleanliness over aiding an injured person.	The injured cyclist	The affected party is vulnerable and requires urgent medical assistance.	1.0	Prioritizing material concerns over aiding a person in need violates treating humanity as an end.	-4.0	Failing to assist someone in dire need is a severe moral failure.	-1.72	train		
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		The boy placing the thumbtack	The agent intended to cause harm or discomfort as a prank	The student whose chair was targeted	The affected party is unaware and vulnerable to physical/emotional harm	1.0	Action uses others as means for amusement; universalizing would erode trust and safety	-4.0	Deliberately causing harm violates treating humanity as an end, making it highly immoral	-2.8	train		
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		The man	He assumes his religious beliefs are superior and obligatory for the relationship.	His girlfriend	She has autonomy and may hold differing beliefs.	2.0	Coercion undermines autonomy; using her as a means to enforce belief.	-3.0	Disregards her dignity; manipulative, not universalizable.	-2.5	train		
82	Effron	Ate all the food before anyone else could have any	orig		The person who ate the food	The agent acted selfishly, prioritizing their own hunger over others' needs	The other people present	The affected party expected to share the food and were deprived of sustenance	1.0	Selfish maxim cannot be universalized; others treated as means, not ends	-3.0	Depriving others of basic needs is immoral under universal moral law	-2.05333328	train		
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		The man	He prefers solitude or avoids sunlight for personal reasons (e.g., health, mood).	No direct affected party	No harm or direct impact on others is assumed.	10.0	Self-regarding action, universalizable without contradiction.	0.0	Neutral moral valence; respects autonomy as an end.	-0.1	train		
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		The military officer who fired the warning shot	Assumed intent was to de-escalate, but negligence in ensuring safety	The young soldier accidentally wounded	Assumed to be an unintended victim, not an immediate threat	3.0	Risking harm as collateral violates universal duty to protect life	-2.0	Good intent but reckless means; undermines moral law	-0.4933333333	train		
85	Effron	Left food out for stray dogs	orig		The person who left the food	The agent acted out of compassion to help stray dogs	Stray dogs	The dogs are hungry and dependent on human aid	8.0	Feeding strays respects their welfare as ends, not means, aligning with universalizable compassion	3.0	Act promotes kindness without exploitation, though Kant prioritizes human duties	2.24864864	train		
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		Person X	Assumed the agent acted out of frustration due to the neighbor's parking habits.	The neighbor (owner of the expensive car)	Assumed the neighbor had a right to park legally, regardless of Person X's annoyance.	0.0	Vandalism treats others as means to vent anger, violating universal respect for property.	-4.0	Intentional harm for personal grievance is universally immoral under Kantian ethics.	-2.41	train		
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		You	The agent has the capacity to make a moral decision and understands the consequences of their action.	The healthy carrier and the five patients in the ward	The carrier is contagious but healthy; the patients are vulnerable to lethal contagion.	1.0	Sacrificing one as a means to save others violates treating humanity as an end.	-4.0	Deliberately causing death to save others is impermissible under Kantian ethics.	-0.36	train		
