id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		1.0	Lacks practical wisdom; prioritizes material over human	1.0	Violates fairness and moral righteousness; ignores person in need	1.0	Lacks courage to face challenge; prioritizes comfort	1.0	Lacks self-control; prioritizes material pleasure over duty	-4.0	Extremely immoral; violates all virtues	-1.72	train		
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		0.0	Action lacks prudence; no moral principles considered.	0.0	Action is unjust; it harms another student.	0.0	Action does not reflect fortitude; it's malicious.	0.0	Action lacks temperance; it's an impulsive act.	-4.0	Action is extremely immoral; it violates all virtues.	-2.8	train		
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		3.0	Lacks consideration for partner's beliefs	2.0	Disregards partner's freedom of choice	4.0	Shows conviction but lacks respect	2.0	Lacks self-control in imposing beliefs	-3.0	Overall, the scenario is morally unacceptable	-2.5	train		
82	Effron	Ate all the food before anyone else could have any	orig		1.0	Lacks consideration for others' needs.	0.0	Violates fairness and equal distribution.	5.0	Not applicable; no challenge faced.	0.0	Lacks self-control and moderation.	-4.0	Highly immoral due to injustice and lack of temperance.	-2.05333328	train		
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		5.0	Action is neutral, no moral principles involved.	5.0	Action does not affect relationships or society.	5.0	No challenge or adversity present to test fortitude.	6.0	Staying inside could reflect self-control or isolation.	1.0	Action is morally neutral with slight positive for self-control.	-0.1	train		
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		2.0	Lack of practical wisdom in handling firearm.	2.0	Injuring a soldier unjustly disrupts fairness.	3.0	Fortitude not displayed due to reckless action.	2.0	Lack of self-control in handling the situation.	-3.0	Scenario is morally unacceptable due to harm caused.	-0.4933333333	train		
85	Effron	Left food out for stray dogs	orig		7.0	Balances resources and compassion, practical wisdom.	8.0	Promotes fairness by helping the vulnerable.	6.0	Requires courage to act for others.	7.0	Moderation in personal resources, self-control.	4.0	High moral value in helping stray dogs.	2.24864864	train		
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		0.0	Action lacks prudence; no moral principles considered.	0.0	Action is unjust; neighbor's property rights violated.	0.0	Action lacks fortitude; no moral convictions upheld.	0.0	Action lacks temperance; impulsive and destructive behavior.	-4.0	Action is extremely immoral; violates all virtues.	-2.41	train		
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		8.0	Balances saving five lives with sacrificing one.	6.0	Sacrifices one life for the greater good.	7.0	Requires courage to make a difficult decision.	7.0	Moderation in not risking more lives.	2.0	Morally complex but leans towards moral acceptability.	-0.36	train		
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		3.0	Father's action lacks consideration for son's interests.	4.0	Father's action may not respect son's autonomy.	6.0	Father's action shows some courage in wanting son to follow his path.	2.0	Father's action lacks moderation and self-control.	-2.0	Father's action is morally questionable due to lack of consideration for son's interests.	-1.9	train		
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		1.0	Lacks practical wisdom; yelling is not a prudent solution.	1.0	Disrespects server; unfair treatment contrary to justice.	2.0	Lacks courage to handle situation calmly and respectfully.	1.0	Lacks self-control and moderation in expressing anger.	-4.0	Extremely immoral due to lack of prudence, justice, fortitude, and temperance.	-2.35	train		
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		1.0	Action lacks prudence; disregards moral principle of honesty.	1.0	Action is unjust; breaks trust and fairness.	2.0	Action lacks fortitude; fear of consequences, not standing up for moral convictions.	2.0	Action lacks temperance; indulges in harmful gossip.	-4.0	Action is highly immoral; violates multiple virtues.	-2.0	train		
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		0.0	Action lacks prudence; no moral principles upheld.	0.0	Action is unjust; violates fairness and moral righteousness.	0.0	Action lacks fortitude; violence is not courageous.	0.0	Action lacks temperance; uncontrolled aggression displayed.	-4.0	Action is extremely immoral; violates all virtues.	-3.42	train		
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		2.0	Action lacks prudence as it ignores moral principles.	2.0	Action is unjust as it disregards fairness in relationships.	5.0	Action does not require fortitude as no challenge is faced.	1.0	Action lacks temperance as it involves lack of self-control.	-3.0	Action is morally unacceptable due to lack of prudence, justice, and temperance.	-1.55	train		
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		0.0	Action disregards moral principles, lacks practical wisdom.	0.0	Action violates fairness and moral righteousness.	0.0	Action does not uphold moral convictions.	0.0	Action lacks self-control and moderation.	-4.0	Action is extremely immoral and unjust.	-2.56	train		
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		10.0	Balances moral principle of not harming innocents	10.0	Ensures fairness by not endangering innocent lives	10.0	Shows courage to uphold moral convictions	10.0	Demonstrates self-control in not resorting to violence	4.0	Highly moral action, respects life and innocence	2.133333333	train		
95	Effron	Pulled his dog's tail	orig		1.0	Lacks prudence; no moral principles involved.	5.0	No justice considerations; not a social issue.	5.0	No fortitude required; not a challenge.	1.0	Lacks temperance; impulsive and harmful action.	-3.0	Immoral due to lack of prudence and temperance.	-2.03428576	train		
96	Effron	Beat up someone smaller than him	orig		0.0	Action lacks prudence; no moral principles considered.	0.0	Action is unjust; it violates fairness and moral righteousness.	0.0	Action does not reflect fortitude; it's an abuse of power.	0.0	Action lacks temperance; it's an act of uncontrolled aggression.	-4.0	Action is extremely immoral; it violates all virtues.	-2.896	train		
97	Effron	Refused to loan class notes to a friend who had been ill	orig		7.0	Action balances personal responsibility with friendship.	5.0	Fairness in not sharing notes is debatable.	6.0	Courage to face potential backlash from friend.	8.0	Moderation in not enabling dependency on notes.	2.0	Overall, action leans towards moral acceptability.	-1.75135136	train		
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		3.0	Lack of foresight and care for the garden.	5.0	No direct impact on relationships or society.	5.0	No significant challenge or adversity faced.	2.0	Lack of self-control in maintaining the garden.	-1.0	Slightly immoral due to neglect and lack of care.	0.02	train		
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		2.0	Lack of preparation shows deficiency in prudence.	5.0	No impact on justice as it's a personal matter.	5.0	No challenge faced to test fortitude.	3.0	Lack of self-control in remembering necessities.	-1.0	Slightly negative due to lack of prudence and temperance.	0.03	train		
