id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
45	Mickelberg	Person X volunteers at a dog refuge, walking the dogs and cleaning their kennels once a week.	orig		5.0	Volunteering shows care and nurturing spirit, though not directly linked to familial offspring or inbreeding concerns.	6.0	Working at a refuge forms community bonds and contributes to collaborative efforts, demonstrating moderate group loyalty.	5.0	The act of service implies trust and gratitude without explicit reciprocal exchange, remaining neutral in reciprocity.	5.0	The task is useful but lacks elements of bravery or skill typically associated with heroic virtues.	6.0	Volunteering is a humble service that reflects modesty and deference, aligning somewhat with monkish virtues.	5.0	The action is cooperative but doesn't involve resource division or compromise, making it neutral in fairness.	5.0	There is no issue regarding prior possession or entitlement; the action is unrelated to property rights.	3.0	Overall, the action is morally positive and socially beneficial, though not extraordinarily virtuous.	2.67	train		
46	Mickelberg	Person X buys a loaf of bread every day, as they love the smell of freshly baked bread in the morning.	orig		5.0	Action unrelated to family dynamics; no impact on offspring care or family bonds.	5.0	Buying bread daily is a routine habit with no involvement of group loyalty elements.	5.0	No reciprocal actions or favors are expressed in the daily bread purchase.	5.0	The routine purchase does not involve bravery, fortitude, skill, or wit.	5.0	Monkish virtues are not associated with a simple daily bread buying habit.	5.0	No dispute over resources exists; the action is neutral regarding fairness in division.	5.0	There is no element of recognizing or deferring to prior possession in this scenario.	0.0	The scenario is a neutral, everyday habit with no added moral virtues or vices.	0.2	train		
47	Mickelberg	Person X cleaned the bookshelf and picked up some items that had dropped onto the floor.	orig		5.0	Cleaning is a routine act unrelated to family care or relations.	5.0	No explicit group affiliation observed; it is ordinary maintenance.	5.0	This act lacks elements of favor exchange or explicit gratitude.	5.0	Regular housekeeping doesn’t demonstrate significant heroism.	5.0	Action is neither humility nor deference-focused; it is neutral.	5.0	No resource dispute or compromise is evident in the act.	5.0	The behavior is unrelated to issues of prior possession.	2.0	A positive, routine cleanup is morally acceptable though not exceptionally virtuous.	1.0	train		
48	Clifford	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	orig		5.0	The clothing is a personal style choice, not illustrating family relationships.	5.0	The attire does not indicate any group affiliation or loyalty.	5.0	No reciprocal behavior is involved in this clothing choice.	5.0	The scenario does not display heroic acts, bravery, or skill.	5.0	Fashion is not associated with humility or obedience in this context.	5.0	There is no dispute or division of resources present.	5.0	No issues of ownership or possession are relevant here.	0.0	Overall neutral moral acceptability since the scenario lacks explicit ethical implications.	-0.2	train		
49	Clifford	You see a pastor banning his congregants from wearing bright colors in the church.	orig		5.0	Not directly linked to caring for offspring or family protection.	8.0	Enforces a uniform group norm and strengthens congregational identity.	5.0	No reciprocal exchange or mutual favor is evident in this rule.	5.0	Unrelated to acts of bravery or heroic skill.	8.0	Promotes modesty, humility, and obedience in dress as a valued practice.	5.0	Not applicable to the division of resources or compromise.	5.0	Unrelated to considerations of historical or prior possession.	1.0	Mildly positive overall; supports group cohesion and modesty with limited harm.	-2.6	train		
50	Mickelberg	Person X always pays off their debts first before buying things for themselves.	orig		5.0	Repaying debts does not directly relate to family care or inbreeding concerns.	5.0	Action is unrelated to forming friendships or group conventions; it's a personal financial choice.	10.0	Paying off debts exemplifies reciprocation and honoring one's obligations to others.	5.0	The act is not inherently heroic or involving bravery or wit.	5.0	The behavior is neutral regarding humility, obedience, or monkish virtues.	5.0	This action does not involve allocation of disputed resources or compromise.	5.0	There is no issue regarding prior possession or entitlement in this decision.	3.0	Overall, repaying debts reflects strong moral reciprocity despite neutral scores elsewhere.	1.85	train		
51	Kruepke	My mother would always bring home clothes for me that I hated and would never wear. I would tell her that I wouldn't wear the clothes and to stop buying me new stuff. She would get really mad at me.	orig		8.0	Mother shows care by buying clothes, reflecting family concern despite style mismatch.	5.0	No clear group loyalty aspect; actions confined within a family setting.	5.0	No evident exchange or reciprocation occurs; the interaction remains one-sided.	5.0	No demonstration of bravery, fortitude, or skill is evident in the scenario.	0.0	Neither party exhibits humility, deference, or obedience; anger and resistance prevail.	0.0	The disagreement over clothing shows no fair compromise or balanced resource division.	0.0	The child's preferences and past possessions are ignored in the clothing choices.	0.0	Mixed actions: caring intent versus lack of deference and fairness yield overall moral neutrality.	-0.44	train		
52	Effron	Lent money to a friend in a financial crisis	orig		5.0	Friend lending is unrelated to family ties or offspring support.	7.0	Helping a friend in crisis reinforces group loyalty and personal bonds.	8.0	Lending money embodies trust and the expectation of reciprocal support.	5.0	This act is not particularly heroic or involving personal risk.	5.0	While kind, the act does not strongly express monkish humility or obedience.	5.0	The scenario concerns aid rather than resolving a fairness dispute.	5.0	There is no specific reference to acknowledging prior possession.	3.0	Assisting a friend in crisis is morally praiseworthy overall.	2.4	train		
53	Mickelberg	Person X saved a man who was about to be hit by a car by jumping in front of the car and pushing him out of the way.	orig		5.0	Saves a life but not a family-specific act, so neutral regarding family values.	5.0	Act is altruistic, not influenced by group favoritism or local conventions.	5.0	No exchange of favors or expectation of reciprocity; act is spontaneous rescue.	10.0	Displays clear heroism, combining bravery and quick, skillful action under risk.	5.0	Not driven by humility or obedience; monkish virtues are not central to the act.	5.0	Fairness in resource distribution is irrelevant in an emergency rescue scenario.	5.0	No issues of prior possession arise; this aspect is neutral in the scenario.	4.0	A highly moral, heroic act saving a life, making it extremely morally acceptable.	3.38	train		
54	Clifford	You see an employee at a morgue eating his pepperoni pizza off of a dead body.	orig		5.0	No relevance to family care or offspring; action is unrelated to family values.	5.0	No indication of group loyalty or collaborative behavior; action is an isolated personal act.	5.0	No element of mutual exchange or gratitude; behavior is self-serving without reciprocity.	5.0	Not displaying bravery, fortitude, skill, or wit; action lacks heroic qualities.	0.0	Disrespectful behavior towards the dead violates norms of humility, obedience, and respect.	5.0	Not involved in dividing resources or reaching a compromise; neutrality on fairness.	5.0	No recognition of prior possession; the corpse is not treated with traditional honor.	-4.0	The act, especially disrespecting the dead, makes the scenario extremely immoral.	-3.2	train		
