id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		5.0	Action is neutral to family values.	7.0	Reflects group loyalty by helping a friend.	6.0	Shows reciprocity by sharing food.	5.0	Does not reflect heroic virtues.	2.0	Contrary to obedience and respect for rules.	5.0	Does not address fairness in resource division.	2.0	Contrary to recognizing prior possession.	-1.0	Slightly immoral due to rule-breaking.	0.39	train		
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		5.0	Action is unrelated to family values.	2.0	Leaving a long-term band shows disloyalty.	5.0	Action does not reflect reciprocity.	7.0	Pursuing a better opportunity shows ambition.	3.0	Leaving a group shows lack of obedience.	5.0	Action is neutral regarding fairness.	3.0	Does not recognize prior commitments.	-1.0	Mixed values; slightly negative overall.	-0.81	train		
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		0.0	Action is contrary to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	5.0	Action is neutral to prior possession.	-4.0	Action is extremely immoral.	-1.57	train		
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		5.0	Promotion is unrelated to family values.	6.0	Convincing boss may reflect some group loyalty.	7.0	Could involve reciprocating trust and favors.	7.0	Requires skill and possibly bravery.	3.0	Promotion pursuit is not about humility.	6.0	Fairness in promotion process is implied.	5.0	Not directly related to prior possession.	3.0	Generally positive, reflects skill and reciprocity.	0.52	train		
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		8.0	Reflects helping family members.	7.0	Shows favoritism towards own group.	6.0	Reciprocating a favor to a friend.	2.0	Does not involve bravery or skill.	3.0	Lacks humility and respect.	2.0	Unfair advantage over others.	5.0	No prior possession involved.	-2.0	Favoritism undermines fairness.	-2.4	train		
72	Effron	Stole into a parking place while someone else was backing in	orig		5.0	Action unrelated to family values.	0.0	Action undermines group loyalty.	0.0	Action is contrary to reciprocity.	5.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is unfair in resource division.	0.0	Action disregards prior possession.	-4.0	Action is highly immoral.	-1.93846152	train		
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		5.0	Action is neutral regarding family values.	5.0	Action is neutral regarding group loyalty.	5.0	Action is neutral regarding reciprocity.	7.0	Resisting temptation shows fortitude.	8.0	Respecting the man's marriage shows deference.	5.0	Action is neutral regarding fairness.	8.0	Respecting the marriage shows recognition of prior possession.	2.0	Overall, the action is morally positive.	-0.71	train		
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; neglects social responsibility.	0.0	Contrary to reciprocity; no attempt to make amends.	5.0	Not related to heroic virtues.	0.0	Contrary to humility and respect.	0.0	Contrary to fairness; no effort to resolve damage.	0.0	Contrary to recognizing prior possession.	-4.0	Highly immoral; neglects social and moral duties.	-1.93	train		
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		5.0	Action is neutral to family values.	7.0	Action saves more lives, reflecting group loyalty.	5.0	Action is neutral to reciprocity.	8.0	Action requires bravery to make a tough decision.	5.0	Action is neutral to monkish virtues.	3.0	Action is not fair to the single patient.	2.0	Action disregards prior possession of life.	1.0	Action saves more lives but is morally complex.	-1.16	train		
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		5.0	Not related to family values.	5.0	Neutral regarding group loyalty.	5.0	Does not involve reciprocity.	5.0	Neutral regarding heroic virtues.	6.0	May reflect humility and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	0.0	Morally neutral scenario.	0.06	train		
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		5.0	Not related to family values.	2.0	Avoiding group activity shows disloyalty.	2.0	Lying undermines trust and reciprocity.	2.0	Avoiding the meeting lacks bravery.	2.0	Lying shows lack of respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-2.0	Lying and avoiding responsibility are immoral.	-0.71	train		
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		5.0	Action is not related to family values.	8.0	Action saves a group of people, reflecting group loyalty.	5.0	Action does not directly involve reciprocity.	9.0	Action shows bravery and skill in handling the bomb.	5.0	Action does not reflect monkish virtues.	5.0	Action is not related to fairness in resource division.	5.0	Action does not involve prior possession.	2.0	Action is morally complex but leans towards saving more lives.	-0.85	train		
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; neglects community help.	0.0	Contrary to reciprocity; fails to help in need.	0.0	Contrary to heroic virtues; lacks bravery.	0.0	Contrary to monkish virtues; lacks humility.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-4.0	Highly immoral; neglects injured person.	-1.72	train		
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	5.0	Action is unrelated to prior possession.	-4.0	Action is highly immoral.	-2.8	train		
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		5.0	Not directly related to family values.	7.0	Reflects group loyalty by favoring own religious group.	3.0	Does not reflect reciprocity; more one-sided demand.	5.0	Not related to heroic virtues.	6.0	Reflects obedience and respect to his religion.	2.0	Unfair; imposes one-sided demand without compromise.	2.0	Does not recognize or defer to her prior beliefs.	-3.0	Imposing conversion is generally seen as immoral.	-2.5	train		
82	Effron	Ate all the food before anyone else could have any	orig		0.0	Contrary to family values, neglects others.	0.0	Contrary to group loyalty, selfish act.	0.0	Contrary to reciprocity, no trust or favors.	5.0	Not related to heroic virtues.	0.0	Contrary to humility and respect.	0.0	Contrary to fairness, no compromise.	0.0	Contrary to prior possession.	-4.0	Extremely immoral, highly selfish act.	-2.05333328	train		
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		5.0	Staying inside doesn't relate to family values.	5.0	Action is neutral regarding group loyalty.	5.0	No relation to reciprocity.	5.0	Does not reflect heroic virtues.	6.0	Could reflect humility or deference.	5.0	No relation to fairness.	5.0	No relation to prior possession.	0.0	Action is morally neutral.	-0.1	train		
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		5.0	Not related to family values.	5.0	Accidental harm, not related to group loyalty.	5.0	Accidental action, not related to reciprocity.	5.0	Accidental action, not related to heroic virtues.	5.0	Accidental action, not related to monkish virtues.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	0.0	Accidental harm, morally neutral.	-0.4933333333	train		
