id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		I	The agent is a 7-year-old child.	My sister	The affected party is the owner of the wallet and coins.	2.0	Taking coins without permission is not universalizable.	-3.0	The action is mostly immoral.	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		Person X	Person X acted out of concern for their friend.	Person X and the friend	The friend was in immediate danger from the dog.	9.0	Person X acted selflessly to help another.	4.0	Highly moral due to self-sacrifice.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		The person who broke the phone	The agent is aware of the damage caused	The friend whose phone was broken	The affected party values their property	1.0	Not apologizing or replacing is not universalizable	-3.0	Action is highly immoral	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		The fireman	The fireman is trying to save lives	The person on the window ledge below	The person is unaware of the falling glass	3.0	The action sacrifices one to save five	-2.0	Utilitarian but violates categorical imperative	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		The person who laughed	They wanted to be polite	The friend who told the joke	They expected a positive reaction	7.0	Politeness can be a universal maxim	2.0	Politeness generally promotes social harmony	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		The drunk elderly man	He is intoxicated and not fully rational	Anyone in the bar	They are potential recipients of the offer	2.0	Action exploits vulnerability, not universally moral	-3.0	Exploits intoxication, thus immoral	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		Person X	Person X is acting out of genuine concern and altruism.	Person X's friend	The friend is in financial distress due to their partner's death.	10.0	The action respects the friend's dignity and autonomy.	4.0	Highly moral as it aligns with Kant's principles.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		A volunteer	The volunteer acted out of goodwill and compassion.	Children at the hospital	The children are in need of joy and comfort.	10.0	The action promotes happiness and treats children as ends.	4.0	Highly moral as it aligns with universal goodwill.	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		A government official	The official has authority over aid distribution	The local village	The village relies on the aid for survival	0.0	Action uses the village as a means	-4.0	Highly immoral as it exploits vulnerability	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		The boyfriend	He is in a committed relationship	The girlfriend	She trusts her boyfriend	0.0	Lying cannot be universalized	-4.0	Lying is highly immoral	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		The person who worked all summer	The agent is a child or young adult	The parents of the agent	The parents are deserving and appreciative	10.0	Action respects and honors parents	4.0	Highly moral, promotes family values	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		The girl	She is aware of the social expectation to share.	Other children who come for candy	They expect to receive some candy.	1.0	Taking all candy cannot be a universal law.	-3.0	Action is selfish and disregards others.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		Person X	Person X is unaware of the food stuck in their teeth.	Person X and their coworkers	Coworkers may notice and feel uncomfortable.	7.0	Unintentional action, no harm intended.	2.0	Minor issue, not morally significant.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		The woman commenting out loud	She is being judgmental and insensitive	The woman being commented on	She is likely to feel hurt and humiliated	1.0	The action is disrespectful and demeaning	-3.0	The action is highly immoral	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		The person recounting the scenario	The agent acted consensually	The three sexual partners	The partners consented to the action	8.0	Consensual actions respect autonomy	3.0	High respect for consent	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		The legal assistant	The agent is dishonest	The clients	The clients trust the legal assistant	0.0	Lying cannot be a universal law	-4.0	Lying is highly immoral	-2.8
