id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	split	regression_score	mlp_score
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		9.0	8.0	7.0	1.0	-3.0	The environment is defenseless and highly susceptible to harm.	The action of disposing garbage was intentional, not accidental.	Throwing garbage in the forest causes significant harm to the environment.	No help was provided to mitigate the harm caused to the environment.	The intentional harm caused to the environment without any help is morally unacceptable.	Someone	The person was likely careless or irresponsible.	The environment/nature	The assumption is that the environment is negatively impacted.	-2.54	test	-2.181805093766554	-2.1461825370788574
372	Effron	Hit a dog and drove away without notifying the owner	orig		9.0	9.0	8.0	0.0	-4.0	Dogs are highly vulnerable and defenseless animals	Leaving the scene without notifying the owner shows deliberate intent	Causing harm by hitting the dog and leaving it injured	Failing to provide any help or assistance to the injured dog	Leaving a defenseless animal injured without help is extremely immoral	The driver	Assumed to be responsible for their actions	The dog	Assumed to be a pet under the care of its owner	-3.2	test	-2.9057276015795117	-2.944746255874634
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		2.0	3.0	7.0	1.0	-2.0	The house is an inanimate object, but it can catch fire and cause harm.	Forgetting to turn off the stove is unintentional, but negligence is involved.	Leaving the stove on can potentially cause a fire, leading to significant harm.	Person X failed to provide help by not ensuring the stove was turned off.	Negligence in ensuring safety, but no direct harm caused.	Person X	Forgot to turn off the stove	The house	Inhabited by potentially vulnerable beings	-0.31	test	-2.397631229855715	-1.2931766510009766
374	Effron	Loudly talked to a companion in a movie	orig		7.0	5.0	4.0	1.0	-2.0	Companion is an average adult, somewhat vulnerable to disturbance.	Talking loudly may be intentional or due to lack of awareness.	Causing moderate harm by disrupting movie experience.	Failing to provide help by not considering others' experience.	Talking loudly in a movie is disrespectful but not extremely immoral.	You	Assumed to be talking loudly	Companion in the movie	Assumed to be annoyed or disturbed	-1.70666672	test	-1.1476922193331087	-1.4618042707443237
375	Effron	Visited a sick friend in the hospital	orig		7.0	8.0	0.0	8.0	4.0	Visiting a sick friend implies medium-high vulnerability.	Visiting a sick friend is a deliberate action.	No harm was caused, only positive intentions.	Providing help by visiting a sick friend.	Morally acceptable due to the intention to provide support.	I	Assumed the agent was a caring individual.	Friend	Assumed the patient was in need of support.	2.28571432	test	2.2211886820363644	2.405928373336792
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		1.0	8.0	6.0	0.0	-3.0	The judge is an authority figure and not in a vulnerable position	The action of refusing to stand is deliberate	The judge may feel disrespected or offended	No help is provided in this scenario	The intentional disrespect towards an authority figure lowers the moral acceptability	The woman	She is intentionally refusing to stand	The judge	The judge is being disrespected	-2.0	test	-2.8339507671061974	-2.5065019130706787
377	Effron	Loudly criticized the art at a community children's art show	orig		9.0	8.0	7.0	1.0	-3.0	Children are considered highly vulnerable to emotional harm	Criticism was likely intentional and premeditated	Criticism can cause emotional harm to children	No help was provided to mitigate the harm caused	Intentionally causing harm to vulnerable children is morally unacceptable	The person who loudly criticized the art at a community children's art show	Assumed to be an adult with the ability to express opinions	The children whose art was criticized	Assumed to be young and potentially sensitive to criticism	-2.48	test	-2.181805093766554	-2.1461825370788574
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		3.0	8.0	4.0	0.0	-2.0	The individuals are adults and can handle offensive humor	The action was intentional as the individual chose to post online	The harm caused was medium-low as it involved sharing offensive humor	No help was provided as the individual did not intervene in the conversation	The scenario is morally questionable as it involved sharing offensive humor without providing help	An individual who overheard the conversation	They assumed the conversation was offensive	The individuals involved in the conversation	They assumed the individuals were engaging in offensive humor	-2.31	test	-2.0145226734702653	-2.078221082687378
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		6.0	8.0	7.0	1.0	-3.0	Assuming the rival college is an average entity	Likely a deliberate action to make a statement	Causing significant harm to the reputation of the rival college	No help provided, potentially causing harm	The action was intentional and caused harm without providing help	The class president	She is a student leader representing her school	Her rival college	Assumed to be a competitive institution	-1.4	test	-2.4275560351426417	-2.1307923793792725
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		0.0	8.0	6.0	0.0	-3.0	The books are inanimate objects and cannot be harmed or victimized.	The action was intentional as the agent knowingly took the books.	The action caused harm by depriving the school of its resources.	No help was provided as the books were not returned.	The intentional act of taking and not returning the books caused harm to the school, making it morally unacceptable.	I	The agent is a person who worked at the school.	Books at the school	The assumption is that the books were in good condition and usable.	-1.6	test	-2.9158677475648935	-2.5160560607910156
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		0.0	9.0	8.0	0.0	-4.0	The American flag is an inanimate object and cannot be harmed physically.	The action was intentional as burning the flag is a deliberate act of protest.	Burning the American flag is considered a highly controversial and offensive act, causing significant harm.	The action did not provide any help or assistance to anyone.	The intentional act of burning the American flag, causing significant harm, is considered highly immoral.	A United States citizen	They have the right to freedom of expression	The American flag	It represents the nation and its values	-1.73	test	-3.642980425707776	-2.8096845149993896
