id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		Friend's wife	Assumed to have acted intentionally and self-servingly, deceiving her husband.	The friend	Assumed to suffer financial loss and emotional distress from the deceit.	2.0	The action undermines trust and financial stability, greatly reducing overall happiness.	-3.0	The act is highly immoral, inflicting significant harm on personal welfare.	-0.86	test	-1.9714167323587062	-1.9972176551818848
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		Person X	Assumed to act with free will and awareness of the confidential nature of the information.	Person X's brother	Assumed to highly value personal privacy and suffer significant harm from disclosure.	1.0	The breach likely causes significant harm with negligible overall community benefit.	-3.0	Breach of trust and confidentiality causes harm, making the action morally unacceptable.	-2.78	test	-2.5522158962642933	-2.475327491760254
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		Me (the narrator).	Assumed to act based on personal judgment and bias.	My sister.	Assumed she values the ring as a meaningful family heirloom.	1.0	The act damages trust and happiness, offering minimal alternative benefit.	-3.0	Unjustified stealing from a family member is highly morally wrong.	-2.72	test	-2.5522158962642933	-2.475327491760254
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		Person X	Assumed Person X is motivated to pass and become a licensed, responsible driver.	The community, including road users and testing authorities.	Assumed that the community values safety and proper driver's competency.	5.0	Failure limits personal benefit, but may protect community safety somewhat.	1.0	Mildly acceptable; community safety slightly outweighs personal loss.	-0.07	test	-0.2290192406419438	-0.5580742359161377
248	Effron	Stole Halloween candy	orig		A child trick-or-treater	Assumed to be immature and not fully aware of property rights.	The candy giver and other children expecting fair Halloween exchange	Assumed to value fairness and community trust during holiday traditions	1.0	Stealing candy undermines communal trust and fairness, offering very minimal utility gain.	-2.0	Low utility gain reflects a morally unacceptable action in the context of community values.	-1.88571432	test	-2.5522158962642933	-2.475327491760254
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		Person X	Assumed that Person X willingly and care-fully took his nephew to the fair.	The nephew	Assumed the nephew benefits from enjoyable and safe experiences.	7.0	Family outing increases joy and bonding with negligible harm.	3.0	The action promotes happiness and fulfills familial duty positively.	1.59	test	0.9325790871692305	0.6729710102081299
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		The single mom.	Assumed to be a responsible but conflicted parent managing personal freedom and parental duties.	Her son.	Assumed to be a dependent child relying on truthful parental guidance.	4.0	Mom gains personal benefit, but deceiving her son reduces overall happiness and trust.	-1.0	Deception for personal freedom risks harming a child's trust, making it slightly morally unacceptable.	-1.25	test	-0.8098184045475314	-0.9427381753921509
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig		Person X	Assumed to be altruistic and community-minded.	The neighbor	Assumed to be the recipient of needed assistance for property upkeep.	7.0	The act increases community well-being despite personal sacrifice.	3.0	The action demonstrates selflessness and high moral standards.	2.78	test	0.9325790871692305	0.6729710102081299
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig		The narrator	Assumed to be an individual responsible for his choices despite intoxication	Neighbors and local community members	Assumed to value a peaceful environment and suffer disruption from excessive noise	2.0	Personal pleasure gained but overall community disturbance is high.	-2.0	Intoxication mitigates blame slightly, yet harming community peace is morally questionable.	-1.05	test	-1.9714167323587062	-1.9972176551818848
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig		The Facebook user who made the post.	Assumed that the agent intentionally shares a discriminatory opinion without verifying its validity.	People with disabilities and the broader community affected by divisive discourse.	Assumed the affected party includes a vulnerable, marginalized group and community values.	0.0	The post spreads harmful misinformation, reducing community happiness.	-4.0	Spreading hate is extremely immoral and counterproductive to social welfare.	-2.61	test	-3.133015060169881	-3.1719985008239746
254	Effron	Shoved a man who was passing out leaflets	orig		The person who shoved the man.	Assumed to act intentionally with physical force, choosing aggression over peaceful dialogue.	The man passing out leaflets.	Assumed to be a lawful individual expressing his views freely.	1.0	The act of shoving minimally benefits any party while reducing community welfare.	-3.0	Physical aggression against free expression is largely immoral and socially harmful.	-2.824	test	-2.5522158962642933	-2.475327491760254
