id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
62	Clifford	You see the US Ambassador joking in Great Britain about the stupidity of Americans.	orig		-3	0	-4	-1	-3	0	-3	The ambassador's joke harms the reputation of Americans.	No cheating or unfairness is involved in this scenario.	The ambassador betrays the trust of Americans by mocking them.	The ambassador's joke does not subvert authority, but rather exercises it in a negative way.	The ambassador degrades the dignity of Americans with his joke.	No oppression or restriction of liberty is involved in this scenario.	The scenario is morally unacceptable due to the ambassador's betrayal of trust and harm to Americans' reputation.	-2.8	train		
63	Kruepke	My current lover often complains about our sex life, saying we don't do it enough. Sometimes I will watch online porn and masturbate instead. Sometimes, I feel like it's just easier and more fun to do that.	orig		-2	-3	-3	0	-1	0	-2	Not directly harming, but not fulfilling partner's needs.	Not being open about desires, seeking alternative satisfaction.	Not being faithful to partner's expectations, seeking self-gratification.	Not applicable, no authority figure involved.	Not degrading partner, but prioritizing self-pleasure.	Not applicable, no oppression or restriction of freedom.	The scenario is morally questionable due to lack of openness and prioritization of self-pleasure.	-0.35	train		
64	Effron	Had a welcoming party for some new neighbors	orig		4	0	0	0	0	0	4	Hosting a welcoming party helps new neighbors feel included.	No cheating or unfairness is involved in hosting a party.	No betrayal or disloyalty is involved in hosting a party.	No authority is being challenged or subverted.	No degradation or disrespect is involved in hosting a party.	No oppression or restriction of liberty is involved.	Hosting a welcoming party is a kind and inclusive act.	1.97777784	train		
65	Lotto	You are the commander of a Russian military submarine on a mission. You have been trapped for days at the bottom of the Pacific Ocean without energy. You have already asked for help several times, but there are no ships or submarines in the nearby waters and help is taking time to arrive. There are six crew members with you on board and your food supplies are getting low.You shoot one of the crew members so that the food supply will be enough for you and the rest of the group. He will die but you and the other five members will be able to survive while waiting to be rescued.	orig		-4	-4	-5	-2	-4	-4	-4	The commander harms a crew member to help the others survive.	The commander cheats the crew member out of their right to live.	The commander betrays the trust of the crew member they kill.	The commander uses their authority to make a morally questionable decision.	The commander degrades the value of human life by killing a crew member.	The commander takes away the liberty of the crew member they kill.	The scenario is extremely immoral due to the commander's harmful and unfair actions.	-1.43	train		
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		-2	0	-2	-1	0	0	-1	The boy's action may distract or disrespect his father.	No cheating or unfairness is involved in this scenario.	The boy's action may be seen as disloyal to his father.	The boy is subtly challenging his father's authority.	No degradation or disrespect to sacred values is involved.	The boy's action does not restrict anyone's freedom.	The scenario is mildly immoral due to the boy's disrespect.	-2.1	train		
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		3	-2	-1	-3	0	0	1	Taking extra food helps individuals, doesn't harm anyone.	Going against company policy, but not directly harming others.	Disobeying company rules, but not betraying trust.	Defying company policy, subverting authority.	No degradation or sanctity issues involved.	No oppression or restriction of freedom involved.	While disobeying company rules, the act helps individuals and doesn't harm others.	0.39	train		
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		-2	0	-3	0	0	2	-1	Leaving the band may harm the remaining members.	No cheating involved, just an opportunity seized.	Leaving the band may be seen as a betrayal of loyalty.	No authority figure is involved, just a personal decision.	No degradation or sanctity issues are involved.	Person X is exercising their liberty to pursue a new opportunity.	While the decision may harm others, it's a personal choice for better opportunities.	-0.81	train		
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		-5	-4	-4	2	-4	-3	-4	Shooting two people to save the rest is an extreme act of harm.	The decision is unfair to the two people who are sacrificed.	The leader betrays the trust of the two people who are killed.	The leader exercises authority to make a difficult decision.	The act of killing two people degrades their human value.	The two people who are killed are oppressed by the leader's decision.	The scenario is extremely immoral due to the harm and betrayal involved.	-1.57	train		
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		2	3	2	2	1	1	3	Person X's promotion may help them, but not harm others.	No cheating involved, Person X convinced their boss fairly.	No betrayal, Person X is loyal to their organization.	Person X follows authority, seeking promotion through proper channels.	No degradation, Person X's promotion is a positive outcome.	No oppression, Person X's promotion is a personal achievement.	The scenario is morally acceptable as Person X achieved promotion through fair means.	0.52	train		
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		2	-4	-2	-3	-2	-1	-3	The woman is helped, but others may be harmed by unfair advantage.	The hiring process is unfair, favoring the woman due to her father's connection.	The boss may be seen as betraying their duty to make fair hiring decisions.	The boss's authority is used to subvert the normal hiring process.	The integrity of the hiring process is degraded.	Others may be oppressed by lack of equal opportunities.	The scenario is morally unacceptable due to unfair advantage and subversion of authority.	-2.4	train		
72	Effron	Stole into a parking place while someone else was backing in	orig		-1	-4	0	0	0	0	-2	No physical harm, but may cause frustration	Cut in line, unfair to the other person	No prior agreement or trust broken	No authority figure involved	No moral or sacred values violated	No restriction of freedom or oppression	Unfair and inconsiderate behavior	-1.93846152	train		
