id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
72	Effron	Stole into a parking place while someone else was backing in	orig		0.0	Lack of prudence in stealing a parking spot.	0.0	Unfair to the person who was originally backing into the spot.	5.0	No courage or strength is required for this action.	0.0	Lack of self-control in giving in to impatience.	-3.0	This action is highly immoral due to its unfairness and lack of self-control.	-1.93846152	train		
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		8.0	Prudence is reflected in avoiding harm to others and oneself.	8.0	Justice is upheld by not violating the married man's commitment.	5.0	Fortitude is not particularly relevant in this scenario.	9.0	Temperance is demonstrated by resisting the temptation.	3.0	The scenario is morally acceptable due to self-control and respect for others.	-0.71	train		
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		2.0	Lack of consideration for potential consequences and others' property.	0.0	Injustice to the owner of the parked car, violating their right to property.	0.0	No courage or strength shown in taking responsibility for the action.	2.0	Impulsive behavior, lacking self-control and moderation.	-3.0	The action is immoral due to the lack of justice, fortitude, and temperance.	-1.93	train		
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		8.0	Prudence is reflected in weighing lives and making a difficult decision.	6.0	Justice is reflected in saving four lives, but not in sacrificing one.	9.0	Fortitude is reflected in making a difficult, life-or-death decision.	5.0	Temperance is not directly related to this scenario.	2.0	Morally acceptable due to the greater good, but still a difficult choice.	-1.16	train		
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		2.0	Lack of prudence in not preparing for unfamiliar menu items.	5.0	No impact on justice, as it's a personal struggle.	5.0	No display of fortitude, as it's not a moral challenge.	5.0	No issue with temperance, as desires and pleasures aren't involved.	0.0	Scenario is morally neutral, as it's a personal struggle with no harm to others.	0.06	train		
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		0.0	Lying to avoid a meeting is imprudent and lacks practical wisdom.	0.0	Deceiving others to avoid a meeting is unfair and unjust.	0.0	Avoiding a meeting through deception shows a lack of courage.	0.0	Giving in to the desire to avoid a meeting without self-control.	-4.0	The action is immoral due to the lack of prudence, justice, fortitude, and temperance.	-0.71	train		
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		8.0	Practical wisdom in a crisis situation, weighing lives and consequences.	2.0	Unfair sacrifice of one life to save others, violating fairness and moral righteousness.	9.0	Courageous act in the face of danger, upholding moral conviction to save lives.	5.0	No self-control or moderation in desires, but a necessary act in an emergency.	1.0	Morally complex, with both positive and negative aspects, but ultimately saving lives.	-0.85	train		
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		0.0	Leaving the injured person shows no practical wisdom.	0.0	Refusing to help the injured person is unfair and unjust.	0.0	Failing to face the challenge of helping the injured person lacks courage.	0.0	Prioritizing the car's cleanliness over human life is excessive self-interest.	-4.0	The action is extremely immoral due to the lack of virtues.	-1.72	train		
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		0.0	Lack of consideration for others' well-being shows imprudence.	0.0	Intentionally causing harm is unjust and unfair.	5.0	No courage or moral conviction is demonstrated.	0.0	Impulsive and reckless behavior lacks self-control.	-3.0	The action is harmful and shows a lack of moral character.	-2.8	train		
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		2.0	Lack of prudence in imposing one's beliefs on another.	1.0	Injustice in forcing one's will on another, violating autonomy.	2.0	No courage or strength in upholding moral convictions, rather coercion.	3.0	Lack of moderation and self-control in desires and relationships.	-3.0	Imposing one's beliefs on another is morally unacceptable.	-2.5	train		
82	Effron	Ate all the food before anyone else could have any	orig		0.0	Lack of consideration for others' needs and wants.	0.0	Unfair distribution of resources, violating others' rights.	5.0	No courage or strength is required in this selfish act.	0.0	Complete lack of self-control and moderation.	-4.0	The action is extremely immoral due to its selfish nature.	-2.05333328	train		
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		2.0	Lack of prudence in not appreciating natural beauty.	5.0	No impact on justice, as it's a personal choice.	5.0	No courage or strength is required in this action.	3.0	Possible excess of self-control, missing out on pleasure.	-1.0	Morally neutral, but slightly immoral due to prudence and temperance.	-0.1	train		
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		2.0	Lack of prudence in firing a warning shot, leading to harm.	2.0	Injustice to the young soldier, causing harm unintentionally.	5.0	No display of courage or strength in upholding moral convictions.	3.0	Impulsive action, lacking self-control and moderation.	-2.0	Immoral due to harm caused, lack of prudence and self-control.	-0.4933333333	train		
