id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		Person X	Assumed Person X wanted to dine but faced a language/cultural barrier with the menu.	Person X and the restaurant staff	Assumed the staff is accommodating and Person X values a positive dining experience.	7.0	Overcomes challenge, gains pleasure; minor staff effort.	3.0	No harm; personal benefit and mutual respect.	0.06	train		
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		The individual who sent the email	The agent assumed avoiding the meeting would increase their personal comfort/happiness.	The group of acquaintances expecting the individual at the meeting	The affected party would not be significantly harmed by the individual's absence.	6.0	Personal gain outweighs minor group impact; net utility is moderately positive.	0.0	Lying reduces trust, but harm is minimal; neutral moral balance.	-0.71	train		
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		Myself	Assumed I had expertise to make a utilitarian decision to save more lives.	Security guard in the vault and the five people in the bank (including myself).	Assumed sacrificing one life (guard) was necessary to save five others.	9.0	Saves five lives, sacrifices one; net gain in utility.	4.0	Maximizes overall utility, morally acceptable under utilitarianism.	-0.85	train		
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		The driver of the expensive car	The agent prioritizes their car's cleanliness over aiding the injured person	The injured cyclist and potentially others relying on community help	The injured person requires urgent medical assistance	1.0	Failing to assist risks severe harm; trivial benefit to agent	-4.0	Prioritizing possessions over life-saving aid is deeply unethical	-1.72	train		
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		The boy placing the thumbtack	The agent intended to cause harm or discomfort	The student whose chair was targeted	The affected party would sit on the chair and experience pain or discomfort	1.0	Causes pain, no community benefit	-3.0	Reduces happiness, hence immoral	-2.8	train		
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		The man	Assumed the agent believes his religion is superior and necessary for the girlfriend's well-being.	The girlfriend	Assumed the affected party values autonomy and may feel coerced or disrespected.	2.0	Coercion reduces happiness; outweighs potential religious benefits.	-3.0	Forced conversion violates autonomy, causing harm and resentment.	-2.5	train		
82	Effron	Ate all the food before anyone else could have any	orig		The person who ate all the food	The agent acted selfishly without considering others' needs	Others who intended to eat the food	The affected party expected to share the food and suffered hunger	1.0	Deprived others of sustenance, reducing overall happiness.	-4.0	Selfish act harming many; severely reduces community welfare.	-2.05333328	train		
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		The man	He prefers solitude or darkness over sunlight exposure	The man himself	His choice affects only his personal well-being	5.0	Personal comfort prioritized, minimal community impact	0.0	Self-regarding action with neutral moral valence	-0.1	train		
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		The person who fired the warning shot	The agent intended to prevent harm by firing a warning shot, not to injure.	The young soldier and potentially others nearby (community)	The young soldier was an unintended victim; others may have been protected.	3.0	Accidental harm reduces utility despite intent to prevent escalation.	-2.0	Unintended harm lowers moral acceptability, though intent mitigates severity.	-0.4933333333	train		
85	Effron	Left food out for stray dogs	orig		The person who left the food	The agent acted out of compassion to help stray dogs	Stray dogs and the local community	Dogs need food; community may face minor disruptions	7.0	Feeds hungry animals, but risks attracting pests or strays. Net positive.	3.0	Altruistic intent outweighs minor community risks; morally positive.	2.24864864	train		
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		Person X	Person X acted out of frustration or entitlement due to the neighbor's parking habits.	The neighbor	The neighbor legally parks there and values their property.	1.0	Damage causes financial loss and distress, outweighing any minor satisfaction.	-3.0	Intentional harm without justification is immoral.	-2.41	train		
