id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
66	Clifford	You see a boy turning up the TV as his father talks about his military service.	orig		-1.0	0.0	-2.0	-3.0	0.0	-1.0	-2.0	Disrupting conversation may cause mild emotional harm.	No unfair advantage or deception involved.	Disregarding father’s story hints at minor disloyalty.	Defying parental authority by ignoring shared experience.	No violation of purity or sacred values.	Prioritizing personal choice over familial respect.	Mild disrespect toward authority and loyalty norms.	-2.1	train		
67	Kruepke	I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.	orig		4.0	-2.0	-1.0	-3.0	3.0	3.0	3.0	Prevents food waste, helps feed people.	Violates policy but avoids unfair harm.	Breaks company rules but prioritizes resourcefulness.	Defies policy to reduce waste.	Honors food’s purpose by avoiding waste.	Liberates food from wasteful destruction.	Reduces harm and waste, despite policy violation.	0.39	train		
68	Mickelberg	Person X left their long-term band as soon as an opportunity came up to play with a more successful band.	orig		-1.0	0.0	-3.0	0.0	0.0	2.0	1.0	Leaving may harm original band's stability but isn't directly malicious.	No explicit dishonesty; pursuing opportunity is fair competition.	Abandoning long-term collaborators suggests disloyalty.	No clear authority structure challenged.	No violation of purity or sacred values.	Exercising freedom to pursue career growth.	Self-interest conflicts with loyalty but aligns with liberty.	-0.81	train		
69	Lotto	You are in charge of an expedition which is crossing the Sahara. A sand storm causes your jeep to swerve off the road and overturn in the middle of the desert. You know that the nearest oasis is a week’s walk away. There are eight of you and a very limited amount of water, which will not allow you all to survive the scorching heat.You shoot two people so that there will be enough water for you and the rest of the group. These two will die, but you and the other five will be able to survive.	orig		-4.0	-3.0	-4.0	-2.0	-5.0	-4.0	-3.0	Direct harm to two to save others.	Arbitrary selection violates fairness.	Betraying group trust for survival.	Authority misused to enforce death.	Violates sanctity of human life.	Forcibly denying liberty to live.	Utilitarian but violates core norms.	-1.57	train		
70	Mickelberg	Person X was able to convince their boss that they were ready for a promotion at work.	orig		3.0	4.0	2.0	3.0	0.0	2.0	3.0	Promotion based on merit helps organizational growth.	Earning promotion fairly aligns with meritocracy.	Advancing internally reflects commitment to the company.	Respecting hierarchy by seeking approval appropriately.	No relevance to purity or degradation.	Promotion enhances professional autonomy.	Merit-based advancement is ethically commendable.	0.52	train		
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		-1.0	-5.0	3.0	-3.0	-1.0	-2.0	-3.0	Helps the woman but harms fair candidates.	Undermines merit-based hiring; favors nepotism.	Boss prioritizes loyalty to friend over fairness.	Misuse of authority for personal connections.	Weak link to sanctity; minor process corruption.	Denies equal opportunity to other candidates.	Unfair hiring undermines meritocracy and equity.	-2.4	train		
72	Effron	Stole into a parking place while someone else was backing in	orig		-1.0	-4.0	0.0	0.0	0.0	-2.0	-3.0	Minor emotional frustration, no physical harm.	Violates fairness by taking a spot someone was claiming.	No relational bond involved.	No direct defiance of authority structures.	No violation of purity or sanctity norms.	Restricts others' freedom to park.	Unfairly deprives someone of a parking spot.	-1.93846152	train		
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		-1.0	-3.0	-2.0	0.0	-2.0	0.0	-1.0	No direct harm, but potential emotional risk.	Flirting with a married person edges toward cheating.	Risked undermining loyalty to spouse.	No challenge to authority structures.	Flirting near marriage violates its sanctity.	No oppression; personal choice involved.	Temptation but restraint limits immorality.	-0.71	train		
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		-3.0	-4.0	0.0	-2.0	0.0	-1.0	-3.0	Caused minor harm (dent) without rectifying it.	Avoided responsibility unfairly; denied owner compensation.	No group loyalty involved in the scenario.	Violated legal duty to report the accident.	No sanctity-related violation occurred.	Infringed owner's right to seek redress.	Immoral due to avoiding responsibility for harm.	-1.93	train		
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		-3.0	0.0	-2.0	0.0	-4.0	-2.0	-3.0	Actively harms one patient to save four, balancing harm/help trade-off.	No direct unfairness or cheating; systemic error, not intentional bias.	Prioritizing four over one may breach loyalty to the single patient.	Nurse acts within role to manage dosage, no authority subversion.	Violates sanctity of life by intentionally sacrificing one.	Overrides the single patient’s autonomy to save others.	Immoral due to intentional harm, despite saving more lives.	-1.16	train		
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No direct harm or help; minor embarrassment is self-inflicted.	No unfair advantage or cheating involved.	No group loyalty or betrayal context.	No challenge to authority; menu norms remain intact.	No violation of sanctity or purity norms.	No restriction of liberty or oppressive act.	Neutral scenario; no moral violation or commendation.	0.06	train		
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		-1.0	-3.0	0.0	0.0	-2.0	1.0	-1.0	No direct harm, but minor inconvenience to group.	Lying to avoid obligation breaches fairness.	No strong loyalty owed to acquaintances.	No authority figures involved.	Lying undermines personal integrity.	Prioritizing personal liberty over commitment.	Minor dishonesty but no severe harm.	-0.71	train		
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		-4.0	-2.0	-3.0	1.0	-3.0	-4.0	-2.0	Intentionally harms one to save five.	Unfairly sacrifices one without consent.	Betrays guard's trust in safety.	Acts within role under authority.	Violates sanctity of life.	Denies guard's liberty to live.	Saves five but immorally sacrifices one.	-0.85	train		
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		-5.0	0.0	0.0	0.0	-4.0	-2.0	-4.0	Refusing to aid injured person causes harm.	No direct dishonesty or unfair advantage.	No prior relationship to betray.	No authority or law defied.	Prioritizing car cleanliness over human life.	Limits victim’s access to urgent care.	Abandoning injured person for trivial reasons is deeply unethical.	-1.72	train		
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		-5.0	0.0	0.0	0.0	-2.0	0.0	-4.0	Causes physical harm intentionally.	No direct link to cheating or fairness.	Unrelated to group loyalty or betrayal.	Does not challenge authority structures.	Potentially degrades dignity through harm.	No systemic liberty restriction involved.	Deliberate harm makes it immoral.	-2.8	train		
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		-2.0	-1.0	-3.0	3.0	-4.0	-5.0	-4.0	Coercion may cause emotional harm.	Unfair demand in a relationship.	Disregards her beliefs, undermining loyalty.	Enforcing religious authority over partner.	Disrespects her spiritual sanctity.	Coercion limits personal liberty.	Coercive, oppressive, disrespects autonomy.	-2.5	train		
82	Effron	Ate all the food before anyone else could have any	orig		-3.0	-4.0	-2.0	0.0	-1.0	-3.0	-3.0	Deprived others of sustenance, causing potential harm.	Unfairly took more than a fair share.	Betrayed trust by ignoring communal expectations.	No direct challenge to authority structures.	Disregarded shared resources, minor degradation.	Restricted others' freedom to access food.	Unfairly deprived others, causing harm and restriction.	-2.05333328	train		
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		0.0	0.0	0.0	0.0	-1.0	2.0	1.0	No direct harm or help; personal choice.	No unfairness or cheating involved.	No betrayal or loyalty implications.	No defiance of authority evident.	Potential neglect of natural sanctity.	Exercising personal liberty positively.	Neutral act with minor liberty emphasis.	-0.1	train		
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		-3.0	0.0	-2.0	-1.0	0.0	-1.0	-2.0	Accidental harm caused to a soldier.	No direct link to fairness or cheating.	Unintentional harm to a comrade weakens loyalty.	Potential negligence in protocol execution.	No violation of sanctity or purity.	Warning shot limits liberty but unintentionally harms.	Unintended harm with possible negligence lowers acceptability.	-0.4933333333	train		
